,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,1.7918567657470703,0.0069696903228759766,0.02754354476928711,0.00048232078552246094,2,1,2,"{'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.6043,0.6497,0.627,0.022700000000000053,2
1,3.393563389778137,0.009695649147033691,0.028525710105895996,0.0005003213882446289,4,1,2,"{'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.6317,0.6915,0.6616,0.029899999999999982,1
